total_LHeighth_notes,average_RLH_note_35_range,average_RH_note_10_range,total_LHhalf_notes,large_10jumps_RH,total_RH_raw_notes,large_8jumps_LH,RLH_note_35_range,RH_note_10_range,average_LRH_5chord_hand_range,large_5jumps_LH,average_RLH_note_100_range,average_LH_2chord_hand_range,average_LRH_3chord_range,total_RH_notes,total_LRHwhole_notes,average_LH_2chord_range,total_LRHquarter_notes,average_RHhalf_ntoes,AverageTimeBetweenAttacksFeature,average_LH_5chord_range,average_LH_5chord_hand_range,average_LRH64th_notes,average_large_5jumps_LH,total_LHwhole_notes,average_LH_note_35_range,total_RHquarter_notes,average_RLH_note_10_range,average_RLH_note_20_range,average_LH_note_20_range,LH_note_35_range,total_LHquarter_notes,RLH_note_10_range,RLH_note_20_range,average_large_8jumps_LRH,average_RH_3chord_range,total_LH32nd_notes,average_RH_range,average_LHeighth_notes,average_large_8jumps_RH,RLH_note_100_range,average_LHhalf_ntoes,average_LRH16th_notes,LH_note_50_range,total_LRH_sharp_keys_pressed,average_RH_note_50_range,LH_note_100_range,total_RHwhole_notes,large_5jumps_LRH,total_LRH16th_notes,total_RH_flat_keys_pressed,total_LH_notes,average_LH_3chord_range,total_LH64th_notes,average_LRH_2chord_hand_range,total_RH_sharp_keys_pressed,UniqueSetClassSimultaneities,total_RH64th_notes,average_LRHeighth_notes,total_LRHeighth_notes,average_LH_note_10_range,total_LH16th_notes,average_LH_4chord_hand_range,average_large_10jumps_RH,large_9jumps_RH,average_large_9jumps_LH,RH_note_100_range,average_RLH_range,average_large_10jumps_LH,MostCommonNoteQuarterLengthPrevalence,average_RHquarter_notes,total_LRH_notes,average_RH64th_notes,average_RLH_note_50_range,RelativeStrengthOfTopPitchClassesFeature,AverageTimeBetweenAttacksForEachVoiceFeature,LH_note_20_range,average_LRHquarter_notes,total_RH16th_notes,PitchVarietyFeature,total_LRH32nd_notes,total_LH_sharp_keys_pressed,average_LH32nd_notes,RH_note_50_range,average_RH_note_20_range,average_LHquarter_notes,average_large_5jumps_LRH,average_LRH_4chord_hand_range,average_RH_5chord_range,RH_note_35_range,average_LH_4chord_range,UniquePitchClassSetSimultaneities,RelativeStrengthOfTopPitchesFeature,total_LRH_raw_notes,average_RH_3chord_hand_range,MostCommonNoteQuarterLength,average_RH_4chord_range,large_10jumps_LRH,MostCommonSetClassSimultaneityPrevalence,average_LH_3chord_hand_range,total_LRHhalf_notes,average_LH_note_50_range,average_RH_2chord_range,average_RH_5chord_hand_range,ImportanceOfHighRegisterFeature,TriadSimultaneityPrevalence,average_LRH_2chord_range,RH_note_20_range,average_LHwhole_notes,average_large_10jumps_LRH,total_RHhalf_notes,Grade,large_8jumps_RH,large_9jumps_LH,average_LRH32nd_notes,LH_note_10_range,average_RHeighth_notes,total_LRH64th_notes,AverageNoteDurationFeature,total_LH_raw_notes,average_LH_range,average_LRHwhole_notes,average_LH_note_100_range,total_LH_flat_keys_pressed,average_LRHhalf_ntoes,music_key,average_LRH_5chord_range,large_5jumps_RH,average_LH64th_notes,average_large_9jumps_RH,average_RH_4chord_hand_range,average_large_9jumps_LRH,average_RH16th_notes,large_8jumps_LRH,RLH_note_50_range,average_RH_2chord_hand_range,average_RH_note_35_range,large_10jumps_LH,average_RH_note_100_range,total_RHeighth_notes,average_LH16th_notes,DirectionOfMotionFeature,average_LRH_4chord_range,large_9jumps_LRH,average_large_8jumps_LH,NoteDensityFeature,total_LRH_flat_keys_pressed,total_RH32nd_notes,average_LRH_3chord_hand_range,average_RHwhole_notes,average_large_5jumps_RH,average_RH32nd_notes
118,54,64,104,40,64,17,10,6,4,8,4,4,9.824324324324325,3.0,2.5625,0,0,0,10.0,0,5.0,8.666666666666668,3.0,5.0,7.857142857142857,2.3333333333333335,4.166666666666666,8.354978354978355,4.866666666666665,5.780952380952381,0,0,0,10,0,5,14,3,7,16,3,7,22,11,15,4.545454545454546,4.857142857142857,0,3.7916666666666665,0,0,0,0,0,0,0,0,9.136363636363637,4.857142857142857,0,12.583333333333334,0,0,0,0,0,0,0,0,67,11,7,57,1,1,51,1,0,41,1,0,10.701492537313433,6.7272727272727275,6.0,11.526315789473685,10.0,8.0,11.941176470588236,10.0,0,12.658536585365853,10.0,0,0,0,0,0,0,0,0,0,2,18,4,10,0,0,0,0,18,18,16,0,0,0.0,0.019230769230769232,0.34615384615384615,0.21153846153846154,0.25,0.0,0.0,0.0,0.05,0.45,0.1,0.25,0.0,0.0,0.0,0.0,0.28125,0.28125,0.25,0.0,0.0,1.0,0.4067796610169492,0.32432432432432434,0.1891891891891892,21,10,0.4271186440677964,0.38873239436619716,0.4360287511230907,0.5660377358490566,0.24242424242424243,4.184397163120567,24,0.9166666666666666,1.0,4
214,96,118,142,72,70,1,0,0,0,0,0,0,14.537313432835822,6.1875,2.7288135593220337,0,0,0,0,0,0,11.0,0,2.0,12.333333333333334,0,2.0,10.296703296703296,5.75,3.3333333333333335,0,0,0,0,0,0,11,0,2,18,0,2,24,12,6,1.6521739130434783,3.8333333333333335,3.5652173913043477,2.6025641025641026,0,3.5,3.2,0,0,0,0,0,12.26086956521739,3.8333333333333335,3.5652173913043477,15.64102564102564,0,6.0,18.4,0,0,0,0,0,133,79,13,133,49,2,127,0,0,124,0,0,14.646616541353383,6.9113924050632916,6.076923076923077,14.646616541353383,8.0,8.0,14.960629921259843,0,0,15.10483870967742,0,0,0,0,0,0,0,0,0,0,0,2,66,4,0,0,0,0,2,16,52,0,0,0.0,0.0,0.028169014084507043,0.5774647887323944,0.39436619718309857,0.0,0.0,0.0,0.0,0.027777777777777776,0.9166666666666666,0.05555555555555555,0.0,0.0,0.0,0.0,0.02857142857142857,0.22857142857142856,0.7428571428571429,0.0,0.0,0.5,0.5794392523364486,0.23880597014925373,0.16417910447761194,23,15,0.26915887850467207,0.21203007518796993,0.24419703103913631,0.475,0.2777777777777778,7.430555555555555,22,0.6046511627906976,0.8421052631578947,4
41,0,41,37,0,37,30,5,0,5,0,0,0,2.7804878048780486,0,2.7804878048780486,0,0,0,0,0,0,0,0,0,3.0,0,3.0,3.8214285714285707,0,3.8214285714285707,0,0,0,0,0,0,0,0,0,3,0,3,8,0,8,6.0,0,6.0,0,0,0,0,0,0,0,0,0,6.0,0,6.0,0,0,0,0,0,0,0,0,0,5,0,5,2,0,2,0,0,0,0,0,0,6.6,0,6.6,8.0,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,9,0,0,0.0,0.0,0.40540540540540543,0.10810810810810811,0.24324324324324326,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.40540540540540543,0.10810810810810811,0.24324324324324326,0.0,0.0,1.0,0.4634146341463415,0.9024390243902439,0.0,9,2,0.43902439024390244,0.43499999999999994,0.43499999999999994,0.4411764705882353,0.3333333333333333,2.2777777777777777,9,0.6666666666666666,0.6666666666666666,2
87,32,55,68,32,36,1,0,0,0,0,0,0,11.181818181818182,3.59375,2.5636363636363635,0,0,0,0,0,0,10.0,0,0,9.0,4.0,2.0,7.277777777777778,3.6666666666666665,3.3333333333333335,0,0,0,0,0,0,10,0,0,13,4,2,16,5,6,1.6,0,3.5789473684210527,3.710526315789474,0,0,0,0,0,0,0,0,11.771428571428572,0,3.5789473684210527,11.157894736842104,0,0,0,0,0,0,0,0,53,10,6,53,0,0,46,0,0,44,0,0,11.547169811320755,5.0,5.0,11.547169811320755,0,0,12.08695652173913,0,0,12.227272727272727,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,1,35,0,0,0,0.0,0.0,0.4852941176470588,0.5147058823529411,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.9722222222222222,0.0,0.0,0.0,0.5,0.5172413793103449,0.2727272727272727,0.21818181818181817,12,7,0.3706896551724138,0.2916666666666667,0.39583333333333337,0.48484848484848486,0.0,5.117647058823529,10,0.96,0.56,3
385,139,246,106,31,75,1,4,4,0,1,0,1,17.58364312267658,6.633093525179856,4.711382113821138,0,0,0,0,0,0,15.0,0,2.0,11.0,0,2.0,11.125541125541126,6.6000000000000005,6.541666666666666,0,0,0,0,0,0,15,0,2,16,0,2,31,15,15,4.595238095238095,8.0,5.427083333333333,4.798507462686567,0,3.4863013698630136,5.050314465408807,3.3333333333333335,3.3333333333333335,4.565384615384615,0,0,7.166666666666667,8.0,5.427083333333333,18.223880597014926,0,5.972602739726027,20.71698113207547,8.0,8.0,23.015384615384615,0,0,229,111,125,215,69,24,210,11,11,210,5,4,20.187772925764193,7.36936936936937,6.704,21.09767441860465,8.376811594202898,9.208333333333334,21.409523809523808,10.363636363636363,10.636363636363637,21.409523809523808,12.0,13.5,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,2,1,24,38,0,0,0.0,0.018867924528301886,0.27358490566037735,0.22641509433962265,0.3584905660377358,0.0,0.0,0.0,0.0,0.9032258064516129,0.0,0.0,0.0,0.0,0.0,0.02666666666666667,0.013333333333333334,0.32,0.5066666666666667,0.0,0.0,1.0,0.3264781491002571,0.3048327137546468,0.3271375464684015,59,22,0.494975461556437,0.40909090909090906,0.5818361480416816,0.5055350553505535,0.24774193548387097,3.565833333333334,60,0.9905660377358491,0.9240506329113924,6
212,106,106,118,82,36,2,10,6,4,0,0,0,9.622641509433961,3.349056603773585,3.811320754716981,0,0,0,3.0,6.0,0,5.666666666666667,6.0,0,4.4,3.6666666666666665,2.0,5.9010989010989,4.311111111111111,4.333333333333333,0,0,0,3,6,0,8,6,0,8,6,2,16,9,9,8.0,5.416666666666667,4.0625,5.25,0,3.3333333333333335,4.277777777777779,0,0,0,0,0,8.0,5.416666666666667,4.0625,9.846153846153847,0,5.666666666666667,11.583333333333334,0,0,0,0,0,102,28,35,88,9,8,88,1,5,46,1,3,9.911764705882353,6.75,6.4,10.409090909090908,8.222222222222221,9.125,10.409090909090908,10.0,9.8,11.695652173913043,10.0,10.333333333333334,0,0,0,0,0,0,0,0,0,58,0,12,0,0,0,0,26,0,6,0,0,0.0,0.0,0.711864406779661,0.0,0.15254237288135594,0.0,0.0,0.0,0.0,0.7073170731707317,0.0,0.14634146341463414,0.0,0.0,0.0,0.0,0.7222222222222222,0.0,0.16666666666666666,0.0,0.0,1.0,0.7735849056603774,0.32075471698113206,0.37735849056603776,15,7,0.44339622641509435,0.44761904761904764,0.44761904761904764,0.47,0.14102564102564102,4.463157894736842,21,1.0,0.6666666666666666,4
118,0,118,117,0,117,1,2,0,2,0,0,0,3.2796610169491527,0,3.2796610169491527,0,0,0,5.0,0,5.0,3.6666666666666665,0,3.6666666666666665,4.166666666666667,0,4.166666666666667,5.1818181818181825,0,5.1818181818181825,0,0,0,5,0,5,5,0,5,7,0,7,12,0,12,3.0,0,3.0,0,0,0,0,0,0,0,0,0,3.0,0,3.0,0,0,0,0,0,0,0,0,0,27,0,27,0,0,0,0,0,0,0,0,0,5.444444444444445,0,5.444444444444445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,52,60,0,0,0,0.0,0.042735042735042736,0.4444444444444444,0.5128205128205128,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.042735042735042736,0.4444444444444444,0.5128205128205128,0.0,0.0,0.0,0.5,0.5084745762711864,0.9915254237288136,0.0,9,2,0.7966101694915254,0.8034188034188035,0.8034188034188035,0.5384615384615384,0.46218487394957986,1.2421052631578948,11,0.8387096774193549,0.9473684210526315,4
465,207,258,417,161,256,16,7,4,3,51,12,39,8.152974504249292,4.019323671497585,2.313953488372093,0,0,0,4.0,0,3.0,3.6666666666666665,3.0,3.6666666666666665,5.066666666666667,3.6666666666666665,3.1666666666666665,7.851612903225807,5.281045751633988,5.631578947368421,0,0,0,4,0,3,6,3,5,10,5,5,21,13,14,4.03125,4.4,3.0,4.658163265306122,4.0,0,4.866666666666666,0,0,0,0,0,8.703125,4.4,3.0,9.83673469387755,7.0,0,14.8,0,0,0,0,0,267,71,13,202,13,4,167,6,1,143,0,0,9.906367041198502,6.28169014084507,6.076923076923077,11.212871287128714,8.461538461538462,8.25,11.886227544910179,9.0,9.0,12.37062937062937,0,0,0,0,0,0,0,0,0,0,2,16,143,0,0,0,0,12,27,89,101,4,0,0.0,0.03357314148681055,0.10311750599520383,0.5563549160671463,0.2422062350119904,0.009592326139088728,0.0,0.0,0.012422360248447204,0.09937888198757763,0.8881987577639752,0.0,0.0,0.0,0.0,0.046875,0.10546875,0.34765625,0.39453125,0.015625,0.0,0.5,0.509719222462203,0.2598870056497175,0.09887005649717515,67,17,0.37224622030237636,0.27413793103448275,0.38001998857795544,0.4528301886792453,0.126953125,4.822916666666667,31,1.0,0.9636363636363636,4
105,41,64,72,10,62,2,10,1,9,0,0,0,10.76923076923077,4.2682926829268295,2.46875,0,0,0,0,0,0,4.0,0,4.0,8.333333333333334,0,3.0,7.935672514619886,2.666666666666667,6.123809523809524,0,0,0,0,0,0,4,0,4,15,0,4,20,4,15,3.3125,3.3666666666666667,3.0,3.395348837209302,4.0,0,3.111111111111111,0,0,0,0,0,10.8125,3.3666666666666667,3.0,11.581395348837209,7.0,0,10.333333333333334,0,0,0,0,0,58,17,3,49,1,0,44,0,0,42,0,0,11.793103448275861,5.764705882352941,5.0,12.83673469387755,8.0,0,13.386363636363637,0,0,13.595238095238095,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,25,36,0,0,0,0.0,0.013888888888888888,0.4861111111111111,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.016129032258064516,0.4032258064516129,0.5806451612903226,0.0,0.0,0.0,1.0,0.6095238095238096,0.23076923076923078,0.16923076923076924,25,14,0.4380952380952381,0.3888888888888889,0.49444444444444446,0.49382716049382713,0.33093525179856115,4.038461538461538,25,0.9666666666666667,0.9333333333333333,3
612,262,350,510,208,302,1,22,14,8,0,0,0,13.038659793814434,3.5763358778625953,2.6857142857142855,5.0,0,0,3.6666666666666665,4.0,5.0,6.333333333333333,5.0,3.6666666666666665,5.750000000000001,4.2,3.4,9.985221674876847,5.9523809523809526,6.208333333333333,5,0,0,5,4,5,15,7,5,15,7,6,29,16,15,2.065040650406504,3.8,3.272727272727273,3.225,3.0,3.5,3.3,0,0,0,0,0,12.536585365853659,3.8,3.272727272727273,13.433333333333334,5.0,6.0,17.1,0,0,0,0,0,381,57,31,363,24,12,351,4,10,335,4,10,13.230971128608925,6.754385964912281,7.612903225806452,13.584022038567493,8.416666666666666,10.0,13.774928774928775,10.5,10.4,14.002985074626865,10.5,10.4,0,0,0,0,0,0,0,0,0,8,168,32,0,0,0,0,12,78,210,0,0,0.0,0.0,0.0392156862745098,0.4823529411764706,0.4745098039215686,0.0,0.0,0.0,0.0,0.038461538461538464,0.8076923076923077,0.15384615384615385,0.0,0.0,0.0,0.0,0.039735099337748346,0.2582781456953642,0.695364238410596,0.0,0.0,0.5,0.5130718954248366,0.20618556701030927,0.12371134020618557,51,18,0.30334486735870925,0.23894208846329232,0.2579582799756929,0.48700173310225303,0.3157894736842105,6.5681818181818175,30,0.855072463768116,0.9629629629629629,4
131,0,131,57,0,57,30,0,0,0,0,0,0,3.2061068702290076,0,3.2061068702290076,0,0,0,0,0,0,0,0,0,2.0,0,2.0,3.6,0,3.6,0,0,0,0,0,0,0,0,0,2,0,2,6,0,6,3.7837837837837838,0,3.7837837837837838,0,0,0,0,0,0,0,0,0,3.7837837837837838,0,3.7837837837837838,0,0,0,0,0,0,0,0,0,28,0,28,6,0,6,4,0,4,0,0,0,6.214285714285714,0,6.214285714285714,8.666666666666666,0,8.666666666666666,9.0,0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,38,0,0,0.0,0.0,0.0,0.2807017543859649,0.6666666666666666,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2807017543859649,0.6666666666666666,0.0,0.0,0.5,0.5234375,0.421875,0.0,16,5,0.71484375,0.75,0.75,0.6173913043478261,0.2871287128712871,1.3333333333333333,9,0.8478260869565217,0.9743589743589743,3
108,44,64,70,16,54,17,22,6,16,0,0,0,10.21875,3.659090909090909,2.6875,0,0,0,0,0,0,3.0,0,3.0,2.5,2.0,3.0,6.9743589743589745,4.666666666666667,3.6666666666666665,0,0,0,0,0,0,3,0,3,4,2,4,19,8,8,5.333333333333333,4.285714285714286,5.2,4.173076923076923,0,0,0,0,0,0,0,0,8.666666666666666,4.285714285714286,5.2,10.73076923076923,0,0,0,0,0,0,0,0,63,12,11,55,4,0,38,2,0,34,2,0,10.380952380952381,6.5,5.454545454545454,10.945454545454545,9.0,0,12.263157894736842,10.0,0,12.647058823529411,10.0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,0,2,12,32,4,0,0,0.0,0.05714285714285714,0.37142857142857144,0.45714285714285713,0.05714285714285714,0.0,0.0,0.0,0.125,0.875,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.2222222222222222,0.5925925925925926,0.07407407407407407,0.0,0.0,1.0,0.5555555555555556,0.28125,0.21875,14,7,0.5333333333333337,0.43809523809523804,0.48648947951273525,0.48148148148148145,0.1095890410958904,3.7500000000000004,18,0.47619047619047616,1.0,3
207,111,96,185,93,92,2,16,12,4,0,0,0,9.986013986013987,4.063063063063063,2.6354166666666665,0,0,0,11.0,0,0,7.666666666666667,4.0,2.0,6.2,4.0,2.3333333333333335,7.735294117647059,5.222222222222222,3.678571428571429,0,0,0,11,0,0,11,4,2,11,4,3,22,13,8,4.277777777777778,3.6666666666666665,6.0,5.0,0,0,0,0,0,0,0,0,9.287037037037036,3.6666666666666665,6.0,11.8125,0,0,0,0,0,0,0,0,139,38,8,115,7,0,97,4,0,88,4,0,10.18705035971223,5.868421052631579,6.375,10.982608695652173,9.142857142857142,0,11.536082474226804,10.0,0,11.795454545454545,10.0,0,0,0,0,0,0,0,0,0,0,3,90,0,0,0,0,2,20,12,41,0,0,0.0,0.010810810810810811,0.12432432432432433,0.5513513513513514,0.22162162162162163,0.0,0.0,0.0,0.0,0.03225806451612903,0.967741935483871,0.0,0.0,0.0,0.0,0.021739130434782608,0.21739130434782608,0.13043478260869565,0.44565217391304346,0.0,0.0,0.5,0.5507246376811594,0.23776223776223776,0.06993006993006994,21,8,0.33913043478260824,0.24929577464788732,0.3172488038277512,0.4387755102040816,0.20087336244541484,5.75,19,0.78,0.9629629629629629,4
830,286,544,827,286,541,19,16,4,12,196,69,127,10.151006711409396,3.7762237762237763,3.176470588235294,4.0,0,4.0,4.666666666666667,3.6666666666666665,3.0,4.3999999999999995,3.333333333333333,2.666666666666667,4.333333333333333,3.3333333333333335,3.3333333333333335,10.519191919191918,7.478835978835976,7.261083743842366,4,0,4,8,5,4,8,5,4,9,6,6,32,22,19,3.013333333333333,0,3.0,0,0,3.5,3.3333333333333335,0,0,0,0,0,10.798095238095238,0,3.0,0,0,6.0,8.0,0,0,0,0,0,520,72,101,395,38,5,350,18,3,318,12,1,11.242307692307692,7.833333333333333,5.475247524752476,12.916455696202531,9.763157894736842,8.8,13.548571428571428,11.722222222222221,9.333333333333334,14.0062893081761,13.083333333333334,10.0,0,0,0,0,0,0,0,3,12,3,124,143,0,0,0,0,4,22,515,0,0,0.0036275695284159614,0.014510278113663845,0.008464328899637243,0.17654171704957677,0.7956469165659008,0.0,0.0,0.01048951048951049,0.04195804195804196,0.01048951048951049,0.43356643356643354,0.5,0.0,0.0,0.0,0.0,0.0073937153419593345,0.04066543438077634,0.9519408502772643,0.0,0.0,0.25,0.7939759036144578,0.25,0.003355704697986577,60,8,0.3460843373493976,0.2529461279461279,0.26993069690801585,0.4981729598051157,0.21437125748502994,5.32051282051282,45,0.8923076923076924,1.0,5
806,207,599,614,59,555,21,19,0,19,96,11,85,12.992927864214993,6.507246376811594,3.667779632721202,0,0,0,4.0,0,4.0,5.0,4.0,3.6666666666666665,4.4,3.0,4.4,9.158645276292336,6.104761904761904,7.449735449735448,0,0,0,4,0,4,7,4,5,8,4,8,27,15,20,6.099236641221374,7.405405405405405,4.428571428571429,5.935665914221219,0,3.4473684210526314,4.939393939393941,0,2.833333333333333,4.535714285714286,0,0,7.374045801526718,7.405405405405405,4.428571428571429,15.119638826185101,0,5.894736842105263,17.318181818181817,0,6.5,19.285714285714285,0,0,632,143,141,579,85,14,552,60,7,541,31,2,14.177215189873417,8.181818181818182,6.163120567375887,14.946459412780657,9.611764705882353,8.642857142857142,15.28623188405797,10.283333333333333,9.285714285714286,15.414048059149723,11.483870967741936,10.0,0,0,0,0,0,0,0,1,0,7,51,0,0,0,0,3,15,519,6,0,0,0.0016286644951140066,0.004885993485342019,0.035830618892508145,0.9283387622149837,0.009771986970684038,0.0,0.0,0.01694915254237288,0.0,0.11864406779661017,0.864406779661017,0.0,0.0,0.0,0.0,0.005405405405405406,0.02702702702702703,0.9351351351351351,0.010810810810810811,0.0,0.0,0.5,0.7183622828784119,0.37482319660537483,0.04950495049504951,73,14,0.5669975186104179,0.41170915958451365,0.7718798367806388,0.521108179419525,0.03902439024390244,2.7665903890160184,50,0.8223350253807107,0.8942307692307693,7
98,30,68,98,30,68,17,8,4,4,2,2,0,7.7631578947368425,2.7333333333333334,2.6470588235294117,0,0,0,6.0,0,6.0,4.166666666666667,3.0,4.333333333333333,7.733333333333333,3.6666666666666665,4.166666666666667,8.730994152046785,4.428571428571429,6.102564102564102,0,0,0,6,0,6,7,3,6,18,5,7,22,9,15,2.2777777777777777,0,0,0,0,0,0,0,0,0,0,0,13.444444444444445,0,0,0,0,0,0,0,0,0,0,0,40,3,5,34,3,3,28,0,1,28,0,1,12.65,8.0,7.4,13.823529411764707,8.0,9.0,15.071428571428571,0,11.0,15.071428571428571,0,11.0,0,0,0,0,0,0,0,0,0,16,10,4,0,0,0,0,24,32,6,0,0,0.0,0.0,0.40816326530612246,0.42857142857142855,0.10204081632653061,0.0,0.0,0.0,0.0,0.5333333333333333,0.3333333333333333,0.13333333333333333,0.0,0.0,0.0,0.0,0.35294117647058826,0.47058823529411764,0.08823529411764706,0.0,0.0,0.5,0.42857142857142855,0.631578947368421,0.0,15,6,0.3784786641929503,0.33454545454545453,0.37690076264445793,0.4936708860759494,0.4489795918367347,3.8226950354609928,19,0.6923076923076923,0.8333333333333334,4
142,0,142,113,0,113,3,17,0,17,0,0,0,3.3028169014084505,0,3.3028169014084505,0,0,0,0,0,0,4.0,0,4.0,3.0,0,3.0,4.848484848484849,0,4.848484848484849,0,0,0,0,0,0,4,0,4,4,0,4,11,0,11,5.2105263157894735,0,5.2105263157894735,3.375,0,3.375,2.6666666666666665,0,2.6666666666666665,0,0,0,5.2105263157894735,0,5.2105263157894735,5.75,0,5.75,6.0,0,6.0,0,0,0,33,0,33,9,0,9,4,0,4,4,0,4,6.606060606060606,0,6.606060606060606,9.333333333333334,0,9.333333333333334,11.0,0,11.0,11.0,0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0.0,0.0,0.0,0.8672566371681416,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.8672566371681416,0.0,0.0,0.0,0.5,0.8450704225352113,0.795774647887324,0.056338028169014086,20,9,0.5196041111534062,0.5434157561817137,0.5434157561817137,0.3458646616541353,0.273224043715847,1.8243055555555556,18,0.6,1.0,6
617,297,320,607,297,310,2,122,51,71,0,0,0,13.413333333333334,3.2323232323232323,3.115625,12.0,0,0,9.666666666666666,2.0,4.0,8.238095238095237,4.666666666666666,2.666666666666667,9.222222222222223,4.2,3.4,11.1487922705314,7.939153439153441,6.746666666666665,12,0,0,15,2,4,15,8,4,21,8,6,33,22,18,1.8487394957983194,0,5.2,3.65,0,0,0,0,0,0,0,0,13.546218487394958,0,5.2,21.2,0,0,0,0,0,0,0,0,367,65,54,349,9,6,329,1,3,321,1,3,13.662125340599456,6.230769230769231,6.111111111111111,14.05730659025788,8.444444444444445,9.0,14.425531914893616,12.0,10.0,14.560747663551401,12.0,10.0,0,0,0,0,0,0,0,0,0,2,64,225,0,0,0,0,2,37,265,0,0,0.0,0.0,0.006589785831960461,0.16639209225700163,0.8072487644151565,0.0,0.0,0.0,0.0,0.006734006734006734,0.21548821548821548,0.7575757575757576,0.0,0.0,0.0,0.0,0.0064516129032258064,0.11935483870967742,0.8548387096774194,0.0,0.0,0.25,0.6859205776173285,0.39436619718309857,0.004694835680751174,53,11,0.34296028880866425,0.25673854447439354,0.25336674800501224,0.49636363636363634,0.36298932384341637,5.770833333333333,46,0.978021978021978,0.9210526315789473,6
70,25,45,18,16,2,4,1,1,0,0,0,0,7.239130434782608,3.64,3.066666666666667,0,0,0,0,0,0,0,0,0,5.0,5.0,0,4.238095238095238,3.3333333333333335,5.0,0,0,0,0,0,0,0,0,0,5,5,0,9,6,5,3.0,4.555555555555555,3.0930232558139537,3.75,0,0,4.249999999999999,0,0,0,0,0,3.0,4.555555555555555,3.0930232558139537,6.8,0,0,10.75,0,0,0,0,0,37,11,5,18,3,0,15,0,0,12,0,0,8.18918918918919,6.090909090909091,5.6,10.444444444444445,8.0,0,10.933333333333334,0,0,11.416666666666666,0,0,0,0,0,0,0,0,0,0,3,9,3,0,0,0,0,0,2,0,0,0,0,0.0,0.16666666666666666,0.6111111111111112,0.16666666666666666,0.0,0.0,0.0,0.0,0.1875,0.5625,0.1875,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4142857142857143,0.45652173913043476,0.4782608695652174,18,10,0.5848739495798316,0.4705882352941177,0.5531417112299466,0.4426229508196721,0.04918032786885246,3.198924731182795,17,1.0,0.8947368421052632,3
193,105,88,191,105,86,2,25,15,10,0,0,0,11.181159420289855,3.0095238095238095,2.9318181818181817,12.0,0,0,8.333333333333334,4.0,3.0,8.6,3.0,3.0,7.952380952380953,2.666666666666667,2.666666666666667,9.045584045584043,5.6499999999999995,4.651515151515151,12,0,0,12,4,3,15,4,4,15,4,4,25,15,11,1.73109243697479,0,6.0,4.0,0,3.5,2.6666666666666665,0,0,0,0,0,12.277310924369749,0,6.0,11.5,0,6.0,15.0,0,0,0,0,0,123,12,11,118,6,6,112,0,0,101,0,0,12.24390243902439,6.833333333333333,6.909090909090909,12.542372881355933,8.0,8.0,12.785714285714286,0,0,13.198019801980198,0,0,0,0,0,0,0,0,0,1,4,19,77,2,0,0,0,7,20,57,0,0,0,0.005235602094240838,0.05759162303664921,0.20418848167539266,0.7015706806282722,0.010471204188481676,0.0,0.0,0.009523809523809525,0.0380952380952381,0.18095238095238095,0.7333333333333333,0.01904761904761905,0.0,0.0,0.0,0.08139534883720931,0.23255813953488372,0.6627906976744186,0.0,0.0,0.0,0.5,0.694300518134715,0.2971014492753623,0.007246376811594203,37,8,0.5087140838436189,0.358327803583278,0.4552085845189293,0.42105263157894735,0.1989795918367347,3.724561403508772,28,0.918918918918919,0.9375,6
