total_LRH_notes,total_LH_notes,total_RH_notes,total_LRH_raw_notes,total_LH_raw_notes,total_RH_raw_notes,music_key,total_LRH_sharp_keys_pressed,total_LH_sharp_keys_pressed,total_RH_sharp_keys_pressed,total_LRH_flat_keys_pressed,total_LH_flat_keys_pressed,total_RH_flat_keys_pressed,average_RLH_range,average_LH_range,average_RH_range,average_RLH_note_10_range,average_LH_note_10_range,average_RH_note_10_range,average_RLH_note_20_range,average_LH_note_20_range,average_RH_note_20_range,average_RLH_note_35_range,average_LH_note_35_range,average_RH_note_35_range,average_RLH_note_50_range,average_LH_note_50_range,average_RH_note_50_range,average_RLH_note_100_range,average_LH_note_100_range,average_RH_note_100_range,RLH_note_10_range,LH_note_10_range,RH_note_10_range,RLH_note_20_range,LH_note_20_range,RH_note_20_range,RLH_note_35_range,LH_note_35_range,RH_note_35_range,RLH_note_50_range,LH_note_50_range,RH_note_50_range,RLH_note_100_range,LH_note_100_range,RH_note_100_range,average_LRH_2chord_range,average_LH_2chord_range,average_RH_2chord_range,average_LRH_3chord_range,average_LH_3chord_range,average_RH_3chord_range,average_LRH_4chord_range,average_LH_4chord_range,average_RH_4chord_range,average_LRH_5chord_range,average_LH_5chord_range,average_RH_5chord_range,average_LRH_2chord_hand_range,average_LH_2chord_hand_range,average_RH_2chord_hand_range,average_LRH_3chord_hand_range,average_LH_3chord_hand_range,average_RH_3chord_hand_range,average_LRH_4chord_hand_range,average_LH_4chord_hand_range,average_RH_4chord_hand_range,average_LRH_5chord_hand_range,average_LH_5chord_hand_range,average_RH_5chord_hand_range,large_5jumps_LRH,large_5jumps_LH,large_5jumps_RH,large_8jumps_LRH,large_8jumps_LH,large_8jumps_RH,large_9jumps_LRH,large_9jumps_LH,large_9jumps_RH,large_10jumps_LRH,large_10jumps_LH,large_10jumps_RH,average_large_5jumps_LRH,average_large_5jumps_LH,average_large_5jumps_RH,average_large_8jumps_LRH,average_large_8jumps_LH,average_large_8jumps_RH,average_large_9jumps_LRH,average_large_9jumps_LH,average_large_9jumps_RH,average_large_10jumps_LRH,average_large_10jumps_LH,average_large_10jumps_RH,total_LRHwhole_notes,total_LRHhalf_notes,total_LRHquarter_notes,total_LRHeighth_notes,total_LRH16th_notes,total_LRH32nd_notes,total_LRH64th_notes,total_LHwhole_notes,total_LHhalf_notes,total_LHquarter_notes,total_LHeighth_notes,total_LH16th_notes,total_LH32nd_notes,total_LH64th_notes,total_RHwhole_notes,total_RHhalf_notes,total_RHquarter_notes,total_RHeighth_notes,total_RH16th_notes,total_RH32nd_notes,total_RH64th_notes,average_LRHwhole_notes,average_LRHhalf_ntoes,average_LRHquarter_notes,average_LRHeighth_notes,average_LRH16th_notes,average_LRH32nd_notes,average_LRH64th_notes,average_LHwhole_notes,average_LHhalf_ntoes,average_LHquarter_notes,average_LHeighth_notes,average_LH16th_notes,average_LH32nd_notes,average_LH64th_notes,average_RHwhole_notes,average_RHhalf_ntoes,average_RHquarter_notes,average_RHeighth_notes,average_RH16th_notes,average_RH32nd_notes,average_RH64th_notes,time_signature_num,time_signature_den,Grade
172,60,112,172,60,112,2,18,6,12,0,0,0,15.598214285714286,3.533333333333333,1.9642857142857142,0,0,0,3.0,0,0,3.0,4.0,3.0,7.4,5.666666666666667,3.0,10.640522875816995,4.928571428571429,4.666666666666667,0,0,0,3,0,0,4,4,3,16,8,4,26,11,10,1.1964285714285714,0,0,0,0,0,0,0,0,0,0,0,15.75,0,0,0,0,0,0,0,0,0,0,0,111,13,3,111,3,1,111,0,0,111,0,0,15.73873873873874,6.0,6.666666666666667,15.73873873873874,8.0,8.0,15.73873873873874,0,0,15.73873873873874,0,0,0,0,0,0,0,0,0,0,4,56,0,0,0,0,0,0,16,84,6,0,0,0.0,0.023255813953488372,0.4186046511627907,0.4883720930232558,0.03488372093023256,0.0,0.0,0.0,0.06666666666666667,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.75,0.05357142857142857,0.0,0.0,2,4,1
601,238,363,467,238,229,21,15,7,8,144,75,69,15.481308411214954,5.19327731092437,4.110192837465565,18.0,0,0,13.2,3.0,2.0,11.321428571428571,4.2,4.666666666666666,11.469696969696969,6.238095238095238,4.266666666666667,12.568940493468798,9.178030303030303,8.187096774193547,18,0,0,23,4,2,25,8,8,25,13,8,37,28,23,2.3596491228070176,0,4.714285714285714,3.3380952380952382,0,3.5510204081632653,2.99004975124378,0,3.3333333333333335,2.75,0,0,16.021929824561404,0,4.714285714285714,15.714285714285714,0,6.1020408163265305,18.686567164179106,0,8.0,20.0,0,0,394,130,133,375,112,34,354,5,12,338,3,12,16.598984771573605,7.907692307692308,6.7669172932330826,17.125333333333334,8.232142857142858,9.294117647058824,17.666666666666668,13.2,11.666666666666666,18.076923076923077,16.0,11.666666666666666,0,0,0,0,0,0,0,0,10,170,18,13,0,0,0,7,12,60,53,39,0,0.0,0.03640256959314775,0.3897216274089936,0.1670235546038544,0.14132762312633834,0.0835117773019272,0.0,0.0,0.04201680672268908,0.7142857142857143,0.07563025210084033,0.0546218487394958,0.0,0.0,0.0,0.03056768558951965,0.05240174672489083,0.26200873362445415,0.2314410480349345,0.1703056768558952,0.0,3,4,6
1293,635,658,1221,586,635,6,635,294,341,0,0,0,9.190989226248776,4.464566929133858,3.3996960486322187,3.0,0,0,4.666666666666667,6.0,3.0,5.866666666666667,3.6666666666666665,3.666666666666666,6.611111111111111,3.3333333333333335,4.714285714285714,12.534107402031935,10.461091753774681,8.458333333333334,3,0,0,8,6,4,13,6,6,15,6,9,37,31,24,3.9490538573508007,6.0,3.3076923076923075,4.78,0,3.3,4.0625,3.3333333333333335,0,3.967391304347826,0,0,9.682678311499272,6.0,3.3076923076923075,15.626666666666667,0,5.6,11.375,8.0,0,16.26086956521739,0,0,800,198,136,612,70,24,479,43,12,440,37,8,10.90125,7.505050505050505,6.272058823529412,12.405228758169935,11.585714285714285,9.583333333333334,13.62839248434238,13.837209302325581,11.166666666666666,14.038636363636364,14.621621621621621,12.25,0,0,0,0,0,0,0,1,11,44,245,3,0,0,1,34,100,118,6,0,0,0.001638001638001638,0.036855036855036855,0.11793611793611794,0.2972972972972973,0.007371007371007371,0.0,0.0,0.0017064846416382253,0.01877133105802048,0.07508532423208192,0.4180887372013652,0.005119453924914676,0.0,0.0,0.0015748031496062992,0.05354330708661417,0.15748031496062992,0.1858267716535433,0.009448818897637795,0.0,0.0,4,4,7
1130,476,654,596,352,244,2,93,40,53,0,0,0,21.662889518413596,3.745798319327731,4.204892966360856,0,0,0,2.0,2.0,4.0,12.5,2.0,3.0,12.047619047619047,4.666666666666667,3.0,14.576576576576574,5.458333333333333,6.0285714285714285,0,0,0,2,2,4,23,2,4,26,8,5,37,14,16,1.7423312883435582,7.0,3.9210526315789473,3.1341463414634148,0,3.2941176470588234,3.260752688172043,0,2.862068965517241,3.608173076923077,0,0,18.26993865030675,7.0,3.9210526315789473,24.5609756097561,0,5.588235294117647,28.088709677419356,0,6.586206896551724,31.5,0,0,591,125,277,591,88,70,591,25,47,591,13,7,25.455160744500844,7.872,6.541516245487364,25.455160744500844,8.647727272727273,8.942857142857143,25.455160744500844,10.28,9.404255319148936,25.455160744500844,11.461538461538462,11.714285714285714,0,0,0,0,0,0,0,0,0,68,214,58,0,0,0,0,20,64,154,0,0,0.0,0.0,0.1476510067114094,0.4664429530201342,0.35570469798657717,0.0,0.0,0.0,0.0,0.19318181818181818,0.6079545454545454,0.16477272727272727,0.0,0.0,0.0,0.0,0.08196721311475409,0.26229508196721313,0.6311475409836066,0.0,0.0,4,4,7
185,64,121,176,55,121,17,14,6,8,18,8,10,8.345588235294118,3.171875,2.2892561983471076,5.0,0,0,3.6666666666666665,5.0,5.0,5.6,3.6666666666666665,3.6666666666666665,6.107142857142858,4.4,5.6,8.797849462365592,5.720588235294118,5.947368421052632,5,0,0,5,5,5,10,5,5,13,8,10,24,14,16,2.5405405405405403,3.888888888888889,0,3.4,0,0,0,0,0,0,0,0,12.391891891891891,3.888888888888889,0,9.7,0,0,0,0,0,0,0,0,90,17,10,77,3,3,63,1,0,59,0,0,11.622222222222222,6.0,6.1,12.688311688311689,8.333333333333334,8.0,13.73015873015873,9.0,0,14.05084745762712,0,0,0,0,0,0,0,0,0,1,29,23,0,0,0,0,2,20,37,10,24,0,0,0.017045454545454544,0.2784090909090909,0.3409090909090909,0.056818181818181816,0.13636363636363635,0.0,0.0,0.01818181818181818,0.5272727272727272,0.41818181818181815,0.0,0.0,0.0,0.0,0.01652892561983471,0.1652892561983471,0.30578512396694213,0.08264462809917356,0.19834710743801653,0.0,0.0,4,4,4
285,82,203,236,33,203,17,0,0,0,3,0,3,10.733990147783251,3.707317073170732,6.187192118226601,0,0,0,12.0,0,2.0,12.0,0,2.0,9.0,0,2.3333333333333335,9.444444444444445,3.6666666666666665,9.444444444444445,0,0,0,12,0,2,12,0,2,13,0,3,19,5,19,1.3243243243243243,3.1,0,3.0,3.3846153846153846,0,2.6065573770491803,0,0,0,0,0,11.621621621621621,3.1,0,8.6,5.769230769230769,0,17.295081967213115,0,0,0,0,0,147,33,73,127,0,72,127,0,72,127,0,72,14.02721088435374,5.96969696969697,13.452054794520548,15.32283464566929,0,13.569444444444445,15.32283464566929,0,13.569444444444445,15.32283464566929,0,13.569444444444445,0,0,0,0,0,0,0,0,0,0,26,3,0,0,0,0,2,106,94,0,0,0.0,0.0,0.00847457627118644,0.559322033898305,0.4110169491525424,0.0,0.0,0.0,0.0,0.0,0.7878787878787878,0.09090909090909091,0.0,0.0,0.0,0.0,0.009852216748768473,0.5221674876847291,0.4630541871921182,0.0,0.0,2,4,6
800,300,500,800,300,500,2,58,18,40,2,2,0,8.16382252559727,2.8033333333333332,3.626,0,0,0,7.0,0,3.0,6.2,3.6666666666666665,3.6666666666666665,5.666666666666667,3.1666666666666665,4.0,10.485897435897435,7.877492877492877,7.759259259259259,0,0,0,10,0,3,12,5,5,12,5,7,32,23,21,3.9036144578313254,0,0,0,0,0,0,0,0,0,0,0,9.04417670682731,0,0,0,0,0,0,0,0,0,0,0,456,48,131,342,12,31,252,7,7,232,7,5,9.712719298245615,6.854166666666667,6.312977099236641,10.880116959064328,11.416666666666666,8.580645161290322,11.908730158730158,13.857142857142858,10.571428571428571,12.15948275862069,13.857142857142858,11.2,0,0,0,0,0,0,0,0,0,48,94,96,0,0,0,0,8,136,330,0,0,0.0,0.0,0.07,0.2875,0.5325,0.0,0.0,0.0,0.0,0.16,0.31333333333333335,0.32,0.0,0.0,0.0,0.0,0.016,0.272,0.66,0.0,0.0,6,8,7
1040,518,522,1038,516,522,21,0,0,0,295,170,125,6.807308970099668,3.0752895752895753,2.8582375478927204,0,0,0,4.333333333333333,2.0,4.0,5.0,2.3333333333333335,3.0,5.095238095238095,2.666666666666667,3.0,8.724369747899159,5.923809523809524,6.547101449275362,0,0,0,6,2,4,9,3,4,10,4,5,27,17,17,4.06290672451193,0,0,0,3.75,0,4.266666666666667,0,0,0,0,0,7.763557483731019,0,0,0,6.5,0,10.8,0,0,0,0,0,416,81,59,222,17,2,164,4,2,129,2,1,8.538461538461538,6.555555555555555,5.728813559322034,10.774774774774775,8.705882352941176,10.0,11.75609756097561,11.0,10.0,12.503875968992247,13.0,11.0,0,0,0,0,0,0,0,1,0,2,1,512,0,0,0,0,2,1,518,0,0,0.0009633911368015414,0.0,0.0038535645472061657,0.0019267822736030828,0.9922928709055877,0.0,0.0,0.001937984496124031,0.0,0.003875968992248062,0.001937984496124031,0.9922480620155039,0.0,0.0,0.0,0.0,0.0038314176245210726,0.0019157088122605363,0.9923371647509579,0.0,0.0,4,4,7
72,20,52,49,0,49,8,30,0,30,0,0,0,11.127272727272727,5.2,2.019230769230769,0,0,0,0,0,0,2.0,0,2.0,2.0,0,2.0,4.666666666666666,0,4.666666666666666,0,0,0,0,0,0,2,0,2,2,0,2,10,0,10,0,4.333333333333333,3.0,3.9074074074074074,3.5,0,4.357142857142857,0,0,0,0,0,0,4.333333333333333,3.0,11.555555555555555,6.0,0,11.071428571428571,0,0,0,0,0,53,14,2,53,2,2,53,2,1,53,2,1,11.49056603773585,6.357142857142857,9.0,11.49056603773585,12.0,9.0,11.49056603773585,12.0,10.0,11.49056603773585,12.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,30,0,0,0,0.0,0.0,0.30612244897959184,0.6122448979591837,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.30612244897959184,0.6122448979591837,0.0,0.0,0.0,6,8,2
292,114,178,192,78,114,3,37,21,16,6,4,2,6.537671232876712,3.5,4.623595505617978,0,0,0,2.0,5.0,0,4.166666666666667,4.666666666666667,2.0,4.3999999999999995,4.2,2.666666666666667,7.50712250712251,6.3921568627450975,5.279411764705882,0,0,0,2,5,0,7,8,2,8,8,4,20,17,13,5.386666666666667,5.5,3.413793103448276,4.341666666666667,0,3.3333333333333335,4.348148148148149,0,0,0,0,0,5.386666666666667,5.5,3.413793103448276,8.25,0,5.666666666666667,13.088888888888889,0,0,0,0,0,182,36,115,122,7,7,66,1,4,54,1,2,9.016483516483516,6.194444444444445,5.869565217391305,10.614754098360656,8.571428571428571,8.857142857142858,12.833333333333334,12.0,9.5,13.685185185185185,12.0,10.0,0,0,0,0,0,0,0,0,0,0,40,0,8,0,0,0,0,0,0,8,0,0.0,0.0,0.0,0.20833333333333334,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.5128205128205128,0.0,0.10256410256410256,0.0,0.0,0.0,0.0,0.0,0.0,0.07017543859649122,0.0,2,4,7
920,489,431,768,451,317,1,36,17,19,12,8,4,11.089939024390244,4.492842535787321,3.176334106728538,15.0,0,0,10.333333333333334,4.0,3.0,7.666666666666667,5.5,3.0,8.222222222222221,5.533333333333334,2.666666666666667,9.654654654654653,7.188405797101448,6.644268774703556,15,0,0,15,4,3,15,9,4,19,12,4,31,22,20,3.6315789473684212,3.5135135135135136,4.708333333333333,3.675213675213675,4.0,3.4444444444444446,3.454545454545453,0,0,0,0,0,9.703007518796992,3.5135135135135136,4.708333333333333,14.264957264957266,7.0,5.888888888888889,13.477272727272727,0,0,0,0,0,560,193,85,499,110,22,460,5,5,437,5,3,12.496428571428572,7.005181347150259,6.623529411764705,13.31062124248497,8.127272727272727,8.545454545454545,13.76086956521739,10.8,10.4,14.011441647597254,10.8,11.333333333333334,0,0,0,0,0,0,0,0,6,57,380,8,0,0,0,7,62,105,132,0,0,0.0,0.016927083333333332,0.15494791666666666,0.6315104166666666,0.18229166666666666,0.0,0.0,0.0,0.013303769401330377,0.12638580931263857,0.8425720620842572,0.017738359201773836,0.0,0.0,0.0,0.022082018927444796,0.19558359621451105,0.3312302839116719,0.416403785488959,0.0,0.0,3,4,6
365,196,169,291,196,95,4,59,25,34,0,0,0,10.864341085271318,6.719387755102041,5.408284023668639,0,0,0,6.0,0,2.0,4.666666666666666,6.0,3.0,5.607142857142857,4.666666666666666,3.333333333333333,12.61111111111111,8.922077922077921,5.838095238095239,0,0,0,6,0,2,8,6,4,13,8,5,35,23,15,3.9689922480620154,0,4.333333333333333,4.0588235294117645,0,3.8,3.6962962962962966,0,3.333333333333334,3.4047619047619047,0,0,11.015503875968992,0,4.333333333333333,11.117647058823529,0,6.6,9.088888888888889,0,8.0,14.238095238095237,0,0,221,91,102,182,88,55,152,73,13,135,72,10,12.470588235294118,13.208791208791208,7.578431372549019,13.835164835164836,13.420454545454545,8.581818181818182,14.986842105263158,14.534246575342467,10.461538461538462,15.74074074074074,14.61111111111111,10.9,0,0,0,0,0,0,0,0,0,100,96,0,0,0,0,0,11,27,26,0,0,0.0,0.0,0.38144329896907214,0.422680412371134,0.08934707903780069,0.0,0.0,0.0,0.0,0.5102040816326531,0.4897959183673469,0.0,0.0,0.0,0.0,0.0,0.11578947368421053,0.28421052631578947,0.2736842105263158,0.0,0.0,6,8,6
202,79,123,202,79,123,30,11,9,2,0,0,0,10.517985611510792,2.1645569620253164,2.4634146341463414,0,0,0,2.0,3.0,0,2.3333333333333335,6.333333333333333,2.0,7.8,6.5,2.3333333333333335,8.91304347826087,5.914285714285714,5.290909090909091,0,0,0,2,3,0,3,9,2,17,10,3,23,14,13,1.860759493670886,0,0,0,0,0,0,0,0,0,0,0,12.987341772151899,0,0,0,0,0,0,0,0,0,0,0,114,8,13,97,1,4,93,1,2,89,0,2,12.429824561403509,5.5,6.923076923076923,13.577319587628866,9.0,9.0,13.817204301075268,9.0,10.0,14.03370786516854,0,10.0,0,0,0,0,0,0,0,0,8,61,0,0,0,0,0,13,69,8,14,0,0,0.0,0.10396039603960396,0.6435643564356436,0.039603960396039604,0.06930693069306931,0.0,0.0,0.0,0.10126582278481013,0.7721518987341772,0.0,0.0,0.0,0.0,0.0,0.10569105691056911,0.5609756097560976,0.06504065040650407,0.11382113821138211,0.0,0.0,3,4,4
104,49,55,100,47,53,8,51,19,32,0,0,0,3.8271604938271606,2.5714285714285716,2.2181818181818183,0,0,0,2.0,0,0,5.0,2.0,2.0,4.666666666666666,2.0,2.0,4.666666666666666,3.0,3.0,0,0,0,2,0,0,7,2,2,7,2,2,10,5,5,5.111111111111111,3.0,0,0,3.0,3.0,0,0,0,2.75,0,0,5.111111111111111,3.0,0,0,5.0,5.0,0,0,0,8.0,0,0,29,3,2,6,1,0,1,1,0,1,1,0,6.310344827586207,9.0,5.0,9.5,17.0,0,17.0,17.0,0,17.0,17.0,0,0,0,0,0,0,0,0,0,4,13,30,0,0,0,1,4,12,36,0,0,0,0.01,0.08,0.25,0.66,0.0,0.0,0.0,0.0,0.0851063829787234,0.2765957446808511,0.6382978723404256,0.0,0.0,0.0,0.018867924528301886,0.07547169811320754,0.22641509433962265,0.6792452830188679,0.0,0.0,0.0,4,4,3
255,162,93,224,131,93,4,55,35,20,0,0,0,13.282485875706215,3.1296296296296298,2.5591397849462365,0,0,0,15.0,0,0,10.333333333333334,4.0,3.0,8.0,4.333333333333333,4.333333333333333,9.837944664031623,5.05128205128205,5.363636363636363,0,0,0,15,0,0,15,4,3,17,6,6,25,13,13,1.685483870967742,3.9642857142857144,0,2.757575757575758,3.5833333333333335,0,3.3666666666666663,0,0,0,0,0,13.35483870967742,3.9642857142857144,0,15.333333333333334,6.166666666666667,0,16.3,0,0,0,0,0,165,12,7,162,1,5,154,0,0,151,0,0,14.06060606060606,5.75,7.142857142857143,14.191358024691358,8.0,8.0,14.512987012987013,0,0,14.62251655629139,0,0,0,0,0,0,0,0,0,2,3,26,100,0,0,0,1,32,60,0,0,0,0,0.013392857142857142,0.15625,0.38392857142857145,0.44642857142857145,0.0,0.0,0.0,0.015267175572519083,0.022900763358778626,0.1984732824427481,0.7633587786259542,0.0,0.0,0.0,0.010752688172043012,0.34408602150537637,0.6451612903225806,0.0,0.0,0.0,0.0,4,4,4
341,138,203,337,134,203,4,99,39,60,0,0,0,14.155844155844155,4.4855072463768115,3.2413793103448274,2.0,0,0,3.0,4.0,2.0,3.0,4.0,3.0,7.5,4.6,2.666666666666667,10.555168408826942,6.217391304347826,5.9714285714285715,2,0,0,4,4,2,5,6,4,17,9,4,29,16,15,1.8493150684931507,5.25,0,4.136363636363637,0,0,0,0,0,0,0,0,14.182648401826484,5.25,0,15.272727272727273,0,0,0,0,0,0,0,0,230,60,44,223,46,10,214,4,6,203,1,3,14.217391304347826,7.55,6.431818181818182,14.466367713004484,8.152173913043478,9.1,14.738317757009346,9.75,9.833333333333334,15.049261083743842,12.0,10.666666666666666,0,0,0,0,0,0,0,0,1,8,109,14,0,0,0,6,3,34,156,0,0,0.0,0.020771513353115726,0.032640949554896145,0.42433234421364985,0.5044510385756676,0.0,0.0,0.0,0.007462686567164179,0.05970149253731343,0.8134328358208955,0.1044776119402985,0.0,0.0,0.0,0.029556650246305417,0.014778325123152709,0.16748768472906403,0.7684729064039408,0.0,0.0,4,4,3
951,673,278,802,672,130,3,213,173,40,23,15,8,13.032418952618453,4.99554234769688,3.773381294964029,0,0,0,8.0,8.0,3.0,4.666666666666667,4.666666666666667,3.1666666666666665,5.952380952380952,5.0,3.9333333333333336,11.905098039215686,8.02528735632184,7.769230769230769,0,0,0,8,8,3,8,8,5,13,9,7,36,23,30,2.6966966966966965,0,4.186440677966102,3.5310344827586206,4.5,3.4,3.666666666666666,0,0,0,0,0,12.651651651651651,0,4.186440677966102,14.73103448275862,8.0,5.8,16.357142857142858,0,0,0,0,0,704,333,89,620,175,32,568,43,11,551,42,2,14.482954545454545,7.468468468468468,6.921348314606742,15.638709677419355,9.148571428571428,8.9375,16.338028169014084,12.674418604651162,10.727272727272727,16.56442831215971,12.761904761904763,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,28,22,26,0,0,0.0,0.008728179551122194,0.034912718204488775,0.02743142144638404,0.032418952618453865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05384615384615385,0.2153846153846154,0.16923076923076924,0.2,0.0,0.0,4,4,8
366,90,276,91,89,2,1,2,2,0,2,2,0,13.817204301075268,2.7666666666666666,6.181159420289855,0,0,0,3.0,3.0,0,5.0,5.0,0,4.0,4.166666666666667,0,5.866666666666666,5.457142857142858,0,0,0,0,3,3,0,7,7,0,7,7,0,15,13,0,3.3333333333333335,3.0,4.888888888888889,4.615384615384615,0,3.6133333333333333,3.307219662058366,0,3.0107526881720434,3.556451612903226,0,0,8.0,3.0,4.888888888888889,8.23076923076923,0,6.226666666666667,14.926267281105991,0,7.032258064516129,12.387096774193548,0,0,273,16,260,263,4,39,237,1,7,236,1,3,14.073260073260073,6.4375,6.384615384615385,14.38022813688213,9.0,8.256410256410257,15.080168776371307,12.0,9.428571428571429,15.10593220338983,12.0,10.0,0,0,0,0,0,0,0,1,58,2,28,0,0,0,0,0,0,2,0,0,0,0.01098901098901099,0.6373626373626373,0.02197802197802198,0.32967032967032966,0.0,0.0,0.0,0.011235955056179775,0.651685393258427,0.02247191011235955,0.3146067415730337,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4,4,6
129,53,76,117,41,76,2,5,4,1,0,0,0,5.804347826086956,3.169811320754717,2.473684210526316,0,0,0,3.0,5.0,0,2.3333333333333335,3.6666666666666665,3.0,3.6666666666666665,3.1666666666666665,2.3333333333333335,6.666666666666666,4.666666666666667,4.333333333333333,0,0,0,3,5,0,3,5,3,6,5,3,16,10,9,6.896551724137931,3.6666666666666665,0,4.410714285714286,0,0,0,0,0,0,0,0,6.896551724137931,3.6666666666666665,0,7.821428571428571,0,0,0,0,0,0,0,0,61,13,3,27,2,0,16,0,0,6,0,0,7.557377049180328,6.076923076923077,6.0,9.0,8.0,0,9.6875,0,0,10.833333333333334,0,0,0,0,0,0,0,0,0,0,6,14,15,0,0,0,0,2,33,33,8,0,0,0.0,0.06837606837606838,0.4017094017094017,0.41025641025641024,0.06837606837606838,0.0,0.0,0.0,0.14634146341463414,0.34146341463414637,0.36585365853658536,0.0,0.0,0.0,0.0,0.02631578947368421,0.4342105263157895,0.4342105263157895,0.10526315789473684,0.0,0.0,2,4,2
2026,931,1095,1797,817,980,16,74,35,39,222,80,142,10.092307692307692,3.481203007518797,3.195433789954338,3.0,2.0,0,3.833333333333334,2.3333333333333335,2.0,3.9523809523809526,3.6,3.666666666666666,4.866666666666667,4.6190476190476195,3.6666666666666665,10.63922294172063,8.124999999999998,6.804232804232805,3,2,0,6,3,2,8,6,6,11,9,7,30,23,18,2.89988358556461,3.3369565217391304,2.702970297029703,3.463667820069204,3.607142857142857,3.227272727272727,3.915151515151514,3.333333333333333,3.3333333333333335,3.5757575757575757,0,0,10.81606519208382,3.3369565217391304,2.702970297029703,9.252595155709342,6.214285714285714,5.454545454545454,13.472727272727273,8.0,8.0,15.606060606060606,0,0,1202,196,206,937,73,39,803,29,13,734,21,12,11.069883527454243,7.142857142857143,6.485436893203883,12.502668089647813,9.643835616438356,8.794871794871796,13.254047322540472,12.137931034482758,10.384615384615385,13.653950953678475,13.333333333333334,10.5,0,0,0,0,0,0,0,0,1,20,281,515,0,0,0,4,5,152,819,0,0,0.0,0.0027824151363383415,0.013912075681691708,0.2409571508069004,0.7423483583750695,0.0,0.0,0.0,0.0012239902080783353,0.02447980416156671,0.34394124847001223,0.6303549571603427,0.0,0.0,0.0,0.004081632653061225,0.00510204081632653,0.15510204081632653,0.8357142857142857,0.0,0.0,2,4,7
112,39,73,74,29,45,22,0,0,0,63,23,40,12.7012987012987,4.512820512820513,4.767123287671233,0,0,0,0,0,0,0,8.0,0,10.333333333333334,8.0,0,7.824175824175825,5.75,3.6666666666666665,0,0,0,0,0,0,0,8,0,15,8,0,19,12,8,4.275862068965517,8.0,3.96,6.24,0,3.0,5.365079365079365,0,0,0,0,0,9.482758620689655,8.0,3.96,13.28,0,5.0,17.523809523809526,0,0,0,0,0,74,15,45,70,6,1,62,5,1,54,5,1,13.121621621621621,7.2,6.044444444444444,13.528571428571428,10.5,10.0,14.241935483870968,11.0,10.0,15.018518518518519,11.0,10.0,0,0,0,0,0,0,0,0,3,6,18,1,0,0,0,0,5,30,8,0,0,0.0,0.04054054054054054,0.14864864864864866,0.6486486486486487,0.12162162162162163,0.0,0.0,0.0,0.10344827586206896,0.20689655172413793,0.6206896551724138,0.034482758620689655,0.0,0.0,0.0,0.0,0.1111111111111111,0.6666666666666666,0.17777777777777778,0.0,0.0,4,4,3
410,155,255,370,115,255,2,32,30,2,0,0,0,11.749019607843136,3.3161290322580643,8.564705882352941,0,0,0,0,0,0,9.0,2.0,13.0,10.833333333333332,2.3333333333333335,9.0,9.200000000000001,3.7777777777777772,9.393939393939393,0,0,0,0,0,0,13,2,13,17,3,13,20,8,19,2.217877094972067,3.5217391304347827,0,2.9615384615384617,3.411764705882353,0,2.607843137254902,0,0,0,0,0,11.916201117318435,3.5217391304347827,0,7.230769230769231,5.823529411764706,0,17.705882352941178,0,0,0,0,0,199,37,147,162,0,138,162,0,138,161,0,138,14.35175879396985,5.648648648648648,13.108843537414966,16.438271604938272,0,13.63768115942029,16.438271604938272,0,13.63768115942029,16.48447204968944,0,13.63768115942029,0,0,0,0,0,0,0,0,0,28,61,0,0,0,0,0,0,252,0,0,0,0.0,0.0,0.07567567567567568,0.845945945945946,0.0,0.0,0.0,0.0,0.0,0.24347826086956523,0.5304347826086957,0.0,0.0,0.0,0.0,0.0,0.0,0.9882352941176471,0.0,0.0,0.0,6,8,6
96,52,44,94,51,43,23,26,10,16,16,12,4,5.897058823529412,2.4423076923076925,2.7045454545454546,0,0,0,2.0,0,0,3.6666666666666665,0,5.0,5.5,2.0,5.0,6.044444444444444,3.6,3.6,0,0,0,2,0,0,5,0,5,9,2,5,13,6,6,2.7777777777777777,0,0,0,0,0,0,2.3333333333333335,2.3333333333333335,0,0,0,8.851851851851851,0,0,0,0,0,0,5.0,5.0,0,0,0,35,10,10,24,0,0,16,0,0,11,0,0,8.714285714285714,5.5,5.5,10.125,0,0,11.1875,0,0,12.181818181818182,0,0,0,0,0,0,0,0,0,0,4,23,24,0,0,0,0,4,31,8,0,0,0,0.0,0.0851063829787234,0.574468085106383,0.3404255319148936,0.0,0.0,0.0,0.0,0.0784313725490196,0.45098039215686275,0.47058823529411764,0.0,0.0,0.0,0.0,0.09302325581395349,0.7209302325581395,0.18604651162790697,0.0,0.0,0.0,4,4,4
